Oil_Price
26.95
28.48
27.25
30.13
21.63
""
21.03
21.23
22.44
20.73
17.43
""
20.33
19.0
19.78
19.47
19.28
""
20.28
21.85
21.68
21.3
21.73
""
20.89
21.39
""
21.16
19.84
""
19.97
19.92
20.78
21.29
21.5
""
21.74
21.38
21.5
21.71
22.5
""
21.98
""
21.36
21.84
22.2
""
22.25
22.99
23.48
24.03
23.24
""
23.82
22.66
22.38
22.15
21.1
""
19.39
19.78
18.58
18.63
19.24
""
18.77
18.92
19.35
18.97
19.69
""
19.42
18.37
18.36
18.65
19.15
""
18.91
19.25
20.44
20.24
20.26
""
20.31
21.13
21.02
20.54
""
""
22.07
22.43
22.38
22.47
22.27
""
21.87
21.38
21.78
22.09
21.6
""
21.12
21.47
21.85
21.46
21.77
""
22.35
21.91
21.78
21.76
22.28
""
22.18
21.14
20.77
20.63
20.37
""
20.01
19.91
19.17
19.06
19.92
""
19.77
19.03
18.78
18.94
19.51
""
20.32
20.07
""
20.08
20.62
""
20.63
20.18
19.52
20.27
20.59
""
20.43
19.99
19.83
20.58
20.42
""
19.51
19.43
""
19.6
18.9
""
18.63
18.89
""
18.12
17.68
""
18.11
17.9
17.58
17.84
18.42
""
18.63
""
16.98
17.68
17.52
""
18.4
18.76
18.13
17.36
17.5
""
16.69
16.78
16.67
15.3
14.57
""
14.5
14.2
14.09
14.52
14.65
""
15.15
15.09
15.24
15.31
14.15
""
""
14.5
14.14
14.52
15.37
""
14.15
15.67
15.86
16.64
17.66
""
17.18
17.72
17.99
18.69
""
""
18.1
18.82
20.68
18.96
""
""
20.17
19.38
19.42
20.65
19.41
""
18.24
16.87
17.62
""
17.39
""
17.21
17.68
18.16
17.95
17.11
""
17.5
18.16
18.38
17.48
17.43
""
18.1
16.88
16.92
16.91
""
""
""
17.4
17.89
18.16
18.2
""
18.58
18.29
""
18.64
18.56
""
18.19
18.58
19.08
19.05
19.61
""
19.8
20.13
20.53
20.32
19.91
""
19.86
""
19.25
18.87
18.23
""
17.67
17.33
17.35
17.28
17.17
""
17.62
17.65
17.48
18.26
17.84
""
""
18.49
18.92
17.38
17.67
""
17.36
17.6
17.48
17.67
17.68
""
17.78
18.14
18.37
18.61
18.62
""
19.71
""
""
20.5
18.42
""
18.49
17.33
17.53
18.01
""
""
19.45
19.24
19.92
23.23
23.23
""
22.29
23.01
25.13
23.94
22.07
""
21.06
21.23
22.28
""
19.86
""
20.18
21.43
20.1
21.48
21.33
""
22.43
21.05
20.28
21.25
22.25
""
23.1
21.55
""
23.75
23.3
""
23.83
24.2
25.25
25.5
25.85
""
24.75
22.8
23.35
23.85
25.75
""
24.7
25.15
25.7
26.4
25.35
""
26.25
25.2
25.1
23.85
24.2
""
22.45
""
21.0
20.25
20.5
""
20.9
21.0
20.35
19.25
19.9
""
20.35
19.85
19.6
21.4
21.5
""
""
21.15
18.85
19.1
18.9
""
19.82
19.53
18.92
19.25
19.67
""
20.81
19.73
19.94
19.29
""
""
19.43
19.3
19.61
21.29
21.97
""
21.34
20.69
21.03
20.91
20.46
""
20.29
19.41
18.76
18.86
18.18
""
18.29
17.64
16.95
16.53
""
""
16.96
17.07
16.59
""
15.23
""
15.32
14.58
13.41
16.14
16.32
""
15.48
15.35
15.52
15.43
15.98
""
15.26
14.15
""
14.99
14.49
""
11.69
13.54
14.29
13.87
14.06
""
13.44
14.37
13.93
13.11
13.26
""
13.78
13.29
""
14.46
15.58
""
15.74
15.24
14.47
13.39
14.39
""
14.45
13.39
12.81
12.51
11.37
""
11.61
11.3
10.86
11.59
12.42
""
13.43
""
12.41
12.36
11.65
""
""
11.97
12.28
13.63
14.48
""
15.39
16.46
16.94
16.44
17.82
""
17.67
18.83
18.57
17.76
16.77
""
""
17.91
18.24
17.79
18.22
""
""
19.92
20.28
20.49
20.46
""
21.26
21.34
21.61
21.93
""
""
24.18
24.32
24.63
23.71
21.58
""
22.44
23.22
22.44
23.28
25.31
""
28.03
25.84
26.67
25.37
26.55
""
26.36
""
24.71
""
29.25
""
27.65
28.4
30.3
""
30.11
""
32.19
32.11
29.33
27.59
26.28
""
23.91
26.06
27.41
25.84
28.05
""
29.95
28.62
""
29.87
31.76
""
31.57
31.56
""
29.51
30.71
""
27.97
27.5
28.93
31.92
32.42
""
32.92
""
35.14
36.75
31.5
""
32.05
31.98
33.18
34.9
32.86
""
33.02
34.3
35.98
36.24
31.28
""
29.75
29.52
""
""
27.44
""
""
32.21
29.07
30.55
30.52
""
""
28.27
28.61
27.91
26.17
""
27.4
25.7
27.45
28.81
26.97
""
28.48
27.79
28.83
29.96
""
""
28.14
28.94
27.55
27.11
26.02
""
27.63
26.02
25.88
26.6
27.7
""
27.85
27.2
26.69
""
27.66
""
28.84
21.46
23.12
22.25
22.37
""
21.78
22.1
20.0
21.26
17.74
""
18.69
20.27
18.32
19.28
""
""
19.96
21.42
18.88
""
20.05
""
20.02
21.29
""
20.24
22.55
""
24.36
25.03
25.69
26.82
26.16
""
24.53
26.28
27.45
26.11
28.62
""
28.24
""
25.1
24.24
25.98
""
26.31
26.79
26.14
27.23
26.61
""
26.54
26.55
27.84
29.86
29.23
""
""
29.8
29.14
30.85
30.59
""
29.65
30.06
28.31
27.25
26.89
""
26.02
26.71
27.01
27.27
27.29
""
30.15
32.09
31.41
32.29
32.08
""
""
32.43
32.84
34.46
""
""
37.29
36.1
37.18
34.92
29.51
""
31.14
27.76
28.41
30.76
25.25
""
26.43
27.34
28.84
""
30.72
""
31.36
31.14
30.22
30.15
30.08
""
31.2
31.67
29.98
31.8
31.91
""
30.81
31.43
""
28.85
28.15
""
26.97
28.35
30.4
31.91
30.37
""
29.95
28.81
31.01
31.75
29.99
""
29.89
32.08
33.17
31.71
32.51
""
33.71
34.92
""
34.41
34.02
""
32.91
""
35.75
36.85
36.53
""
37.44
37.12
35.41
34.29
37.79
""
37.46
37.02
38.26
38.9
41.53
""
42.03
""
38.72
37.58
37.69
""
36.25
""
39.3
41.55
41.45
""
43.83
44.86
46.02
46.0
42.32
""
""
43.86
46.33
49.56
49.85
""
53.65
53.59
55.52
50.1
49.1
""
46.95
48.48
49.71
42.96
41.06
""
45.57
41.26
42.16
45.31
""
""
48.61
48.25
45.35
47.5
""
""
51.75
53.9
54.9
56.7
54.06
""
56.86
53.71
50.52
53.16
50.94
""
52.04
48.64
48.68
""
54.46
""
55.47
59.19
59.78
""
59.23
""
57.12
58.16
61.51
63.92
66.21
""
65.46
67.41
""
63.29
67.21
""
65.98
65.36
60.71
64.26
60.63
""
59.8
59.4
57.6
57.75
57.36
""
59.91
61.36
57.31
""
""
""
63.56
""
68.06
68.36
65.11
""
61.26
""
61.01
62.46
61.81
""
60.31
63.75
66.07
68.29
70.3
""
70.19
73.75
69.75
69.25
69.23
""
""
72.5
70.28
69.21
71.63
""
""
73.5
75.7
74.29
74.56
""
77.05
73.33
72.45
70.47
""
""
65.42
63.84
60.74
60.96
59.93
""
59.91
56.74
58.41
60.11
58.59
""
56.42
60.3
62.39
61.26
62.19
""
""
""
56.08
""
51.11
""
54.01
58.69
57.76
""
61.41
""
60.05
58.94
56.65
61.77
66.03
""
61.51
63.63
65.33
65.78
61.48
""
62.55
66.25
""
66.17
65.93
""
69.06
68.83
71.11
72.14
74.11
""
74.65
76.82
72.03
71.6
71.12
""
71.98
""
77.53
80.55
82.51
""
80.31
78.97
86.19
87.6
93.45
""
94.06
94.4
95.75
97.66
89.29
""
87.72
90.69
94.0
95.95
95.08
""
94.23
""
90.99
90.07
93.56
""
""
99.4
102.42
107.9
105.74
""
101.7
101.54
108.91
111.71
117.48
""
118.78
119.94
124.02
127.15
""
""
127.75
134.44
134.52
135.98
139.96
""
141.38
145.16
131.43
124.72
121.45
""
114.44
112.92
114.85
""
106.35
""
95.52
122.61
96.29
88.15
81.17
""
74.08
61.92
63.93
62.19
55.14
""
53.63
49.34
43.69
44.61
31.1
""
39.89
48.61
37.65
""
46.5
""
41.35
39.58
""
37.66
40.07
""
47.01
47.33
53.05
48.49
51.1
""
50.22
45.82
49.29
54.45
57.79
""
58.99
""
68.59
68.05
70.54
""
67.09
71.47
64.06
59.69
63.93
""
68.34
71.59
70.59
66.72
73.68
""
69.97
""
68.86
69.74
66.69
""
70.26
73.24
79.47
78.61
78.08
""
79.44
78.91
76.49
77.19
73.89
""
69.48
72.71
78.67
81.52
82.54
""
""
74.9
74.41
71.87
""
""
80.04
78.71
81.85
79.79
81.26
""
81.92
86.36
84.07
81.52
84.2
""
86.19
76.89
70.08
68.23
""
""
71.55
74.99
77.84
78.26
""
""
74.93
76.53
78.93
81.25
81.46
""
75.17
72.71
74.69
""
77.17
""
74.81
76.51
81.43
82.18
83.06
""
82.0
82.94
87.07
84.88
81.24
""
85.73
89.33
88.62
88.68
90.99
""
91.59
89.24
""
86.74
90.99
""
86.3
83.66
""
97.1
105.37
""
101.2
102.36
103.54
108.14
109.5
""
106.7
111.68
113.03
100.32
96.91
""
97.06
""
99.07
97.2
93.23
""
90.65
""
95.16
95.94
98.97
""
94.98
81.27
87.88
84.42
87.27
""
""
88.19
85.7
79.97
77.34
""
85.14
86.38
91.12
93.19
95.52
""
98.14
96.73
98.21
100.94
97.77
""
93.86
""
""
101.31
""
""
99.47
98.75
96.89
100.39
""
""
108.49
106.7
106.34
108.09
107.07
""
105.25
102.45
102.92
102.68
104.89
""
97.86
94.75
92.57
""
83.95
""
82.58
83.26
78.76
83.72
85.93
""
88.41
87.77
89.8
92.3
92.76
""
96.03
95.54
""
96.52
96.51
""
91.68
92.44
89.43
91.84
88.3
""
85.52
85.64
85.56
89.05
87.28
""
88.69
85.14
86.71
88.29
91.83
""
93.2
94.27
""
95.95
96.21
""
97.01
""
92.74
90.13
92.07
""
93.71
94.55
97.1
93.36
88.75
""
88.81
94.09
95.8
94.76
96.29
""
""
93.41
95.82
97.86
95.07
""
97.94
103.03
106.2
106.61
104.61
""
106.61
106.19
107.14
105.88
""
""
109.62
106.54
103.62
102.36
103.07
""
102.46
99.28
98.74
94.58
95.13
""
93.03
93.86
93.61
97.1
97.18
""
98.62
98.9
93.12
91.45
""
""
95.82
96.44
100.12
""
103.17
""
105.34
101.39
98.43
100.05
101.57
""
100.43
104.05
104.35
101.13
99.74
""
100.89
102.95
""
103.07
105.09
""
107.52
106.83
106.07
104.19
101.73
""
105.34
105.68
98.26
98.09
96.44
""
95.39
""
92.64
92.86
91.46
""
94.53
90.33
85.73
82.76
81.26
""
78.77
77.43
75.64
75.74
68.98
""
63.13
55.96
55.25
53.46
50.05
""
46.06
""
44.8
49.25
52.99
""
""
49.56
49.59
49.95
43.93
""
47.4
48.66
52.08
51.95
56.37
""
55.56
58.92
59.23
59.44
""
""
60.24
58.15
59.53
60.01
58.34
""
52.48
52.19
50.11
47.17
45.25
""
44.94
41.93
38.22
49.2
""
""
44.07
46.67
44.4
46.28
47.09
""
45.91
43.19
46.12
43.87
41.68
""
39.27
40.43
37.64
36.31
34.55
""
36.36
36.81
31.42
""
30.31
""
31.62
29.71
""
31.37
32.74
""
37.9
37.2
39.91
37.99
34.3
""
40.46
39.74
41.67
44.75
43.45
""
47.72
48.12
""
49.71
48.89
""
49.4
45.8
""
44.73
45.23
""
42.4
40.05
43.06
45.72
46.8
""
46.97
""
46.28
43.34
45.6
""
48.8
49.76
49.97
50.18
46.83
""
44.88
43.29
47.48
45.66
51.72
""
52.74
52.13
""
""
51.95
""
""
52.77
52.63
53.01
52.96
""
""
54.04
53.19
47.95
47.79
""
47.02
50.25
53.06
52.62
48.9
""
48.83
46.46
48.86
50.81
""
""
47.4
46.1
44.24
43.24
""
""
44.4
46.02
46.21
50.21
49.37
""
47.59
47.39
46.4
""
48.06
""
49.88
51.85
50.59
49.58
51.86
""
51.91
54.11
57.34
56.77
56.21
""
58.1
57.48
57.84
57.17
""
""
""
61.73
""
63.66
65.71
""
64.18
59.41
""
63.81
62.49
""
61.35
62.01
65.49
63.05
63.4
""
66.23
67.61
68.56
70.74
71.01
""
72.26
""
64.76
66.1
65.91
""
69.91
73.89
73.93
68.22
67.9
""
71.19
69.01
67.25
66.5
69.97
""
""
67.55
68.86
73.23
75.37
""
74.27
71.84
69.25
67.0
63.12
""
59.85
57.16
51.46
52.98
51.07
""
49.8
""
""
48.27
50.31
""
""
51.79
54.57
52.43
""
""
55.32
56.6
56.79
59.09
58.71
""
61.59
64.37
63.43
65.66
63.39
""
62.3
60.97
63.12
""
53.25
""
53.33
51.94
57.73
58.91
57.35
""
59.3
55.87
56.85
54.63
54.98
""
56.24
53.54
""
57.88
63.1
""
58.69
54.09
52.76
53.57
53.28
""
55.6
56.33
""
56.82
57.79
""
55.97
58.99
60.21
60.51
61.66
""
63.27
58.17
""
53.09
50.06
""
49.59
""
51.36
46.78
31.05
""
28.96
23.33
14.1
26.21
22.36
""
-36.98
12.17
20.47
24.02
31.83
""
""
35.49
38.17
37.07
40.6
""
39.67
40.51
40.06
40.83
41.46
""
40.83
41.94
42.89
42.44
42.61
""
""
37.23
39.26
40.47
39.12
""
39.22
